# run_id=51
# repeat=1
# target=1000
# resistance=0
# accel=5
# decel=5
# max_speed=700
# max_pwm=1000
# current_limit=0
# log=1
# inertia=5
# load=0
# ki=3
# timestamp=2026-09-13T15:55:13.5261989+09:00
slot,index,time_ms,pos_delta,control_speed,pwm_out,current,flags
0,1477,1477,1,94,710,265,0x03
0,1478,1478,0,94,711,265,0x03
0,1479,1479,0,94,711,266,0x03
0,1480,1480,0,94,712,265,0x03
0,1481,1481,0,94,712,265,0x03
0,1482,1482,0,94,713,265,0x03
0,1483,1483,0,94,713,265,0x03
0,1484,1484,0,94,714,265,0x03
0,1485,1485,0,94,714,266,0x03
0,1486,1486,0,94,715,266,0x03
0,1487,1487,0,94,715,266,0x03
0,1488,1488,1,94,715,248,0x03
0,1489,1489,0,94,716,266,0x03
0,1490,1490,0,94,716,266,0x03
0,1491,1491,0,94,716,266,0x03
0,1492,1492,0,94,717,266,0x03
0,1493,1493,0,94,717,267,0x03
0,1494,1494,0,94,718,266,0x03
0,1495,1495,0,94,718,266,0x03
0,1496,1496,0,94,719,266,0x03
0,1497,1497,0,94,719,267,0x03
0,1498,1498,1,95,720,267,0x03
0,1499,1499,0,95,720,267,0x03
0,1500,1500,0,95,721,249,0x03
0,1501,1501,0,95,721,249,0x03
0,1502,1502,0,95,722,249,0x03
0,1503,1503,0,95,722,249,0x03
0,1504,1504,0,95,722,249,0x03
0,1505,1505,0,95,723,249,0x03
0,1506,1506,0,95,723,250,0x03
0,1507,1507,0,95,724,268,0x03
0,1508,1508,0,95,724,268,0x03
0,1509,1509,1,96,724,268,0x03
0,1510,1510,0,96,725,268,0x03
0,1511,1511,0,96,725,268,0x03
0,1512,1512,0,96,726,268,0x03
0,1513,1513,0,96,726,269,0x03
0,1514,1514,0,96,726,268,0x03
0,1515,1515,0,96,727,268,0x03
0,1516,1516,0,96,727,268,0x03
0,1517,1517,0,96,728,268,0x03
0,1518,1518,0,96,728,250,0x03
0,1519,1519,1,96,728,268,0x03
0,1520,1520,0,96,729,268,0x03
0,1521,1521,0,96,729,269,0x03
0,1522,1522,0,96,730,269,0x03
0,1523,1523,0,96,730,269,0x03
0,1524,1524,0,96,730,269,0x03
0,1525,1525,0,96,731,269,0x03
0,1526,1526,0,96,731,269,0x03
0,1527,1527,0,96,732,269,0x03
0,1528,1528,0,96,732,270,0x03
0,1529,1529,1,97,733,269,0x03
0,1530,1530,0,97,733,251,0x03
0,1531,1531,0,97,734,251,0x03
0,1532,1532,0,97,734,252,0x03
0,1533,1533,0,97,735,252,0x03
0,1534,1534,0,97,735,270,0x03
0,1535,1535,0,97,735,270,0x03
0,1536,1536,0,97,736,270,0x03
0,1537,1537,0,97,736,270,0x03
0,1538,1538,0,97,737,270,0x03
0,1539,1539,0,97,737,270,0x03
0,1540,1540,1,97,737,270,0x03
0,1541,1541,0,97,738,270,0x03
0,1542,1542,0,97,738,271,0x03
0,1543,1543,0,97,739,271,0x03
0,1544,1544,0,97,739,271,0x03
0,1545,1545,0,97,739,253,0x03
0,1546,1546,0,97,740,253,0x03
0,1547,1547,0,97,740,253,0x03
0,1548,1548,0,97,741,253,0x03
0,1549,1549,0,97,741,254,0x03
0,1550,1550,1,98,741,271,0x03
0,1551,1551,0,98,742,271,0x03
0,1552,1552,0,98,742,271,0x03
0,1553,1553,0,98,743,271,0x03
0,1554,1554,0,98,743,271,0x03
0,1555,1555,0,98,743,271,0x03
0,1556,1556,0,98,744,271,0x03
0,1557,1557,0,98,744,272,0x03
0,1558,1558,0,98,745,272,0x03
0,1559,1559,0,98,745,272,0x03
0,1560,1560,1,99,745,254,0x03
0,1561,1561,0,99,746,272,0x03
0,1562,1562,0,99,746,272,0x03
0,1563,1563,0,99,747,272,0x03
0,1564,1564,0,99,747,273,0x03
0,1565,1565,0,99,747,272,0x03
0,1566,1566,0,99,748,272,0x03
0,1567,1567,0,99,748,272,0x03
0,1568,1568,0,99,749,272,0x03
0,1569,1569,0,99,749,273,0x03
0,1570,1570,1,99,749,273,0x03
0,1571,1571,0,99,750,273,0x03
0,1572,1572,0,99,750,255,0x03
0,1573,1573,0,99,751,255,0x03
0,1574,1574,0,99,751,255,0x03
0,1575,1575,0,99,751,255,0x03
0,1576,1576,0,99,752,255,0x03
0,1577,1577,0,99,752,255,0x03
0,1578,1578,0,99,753,255,0x03
0,1579,1579,0,99,753,274,0x03
0,1580,1580,1,100,753,274,0x03
0,1581,1581,0,100,754,273,0x03
0,1582,1582,0,100,754,274,0x03
0,1583,1583,0,100,755,274,0x03
0,1584,1584,0,100,755,274,0x03
0,1585,1585,0,100,755,274,0x03
0,1586,1586,0,100,756,274,0x03
0,1587,1587,0,100,756,274,0x03
0,1588,1588,0,100,757,274,0x03
0,1589,1589,0,100,757,274,0x03
0,1590,1590,1,100,757,274,0x03
0,1591,1591,0,100,758,274,0x03
0,1592,1592,0,100,758,274,0x03
0,1593,1593,0,100,759,274,0x03
0,1594,1594,0,100,759,275,0x03
0,1595,1595,0,100,759,275,0x03
0,1596,1596,0,100,760,275,0x03
0,1597,1597,0,100,760,275,0x03
0,1598,1598,0,100,761,275,0x03
0,1599,1599,0,100,761,275,0x03
0,1600,1600,1,101,761,257,0x03
0,1601,1601,0,101,762,257,0x03
0,1602,1602,0,101,762,258,0x03
0,1603,1603,0,101,763,257,0x03
0,1604,1604,0,101,763,257,0x03
0,1605,1605,0,101,763,257,0x03
0,1606,1606,0,101,764,275,0x03
0,1607,1607,0,101,764,276,0x03
0,1608,1608,0,101,765,276,0x03
0,1609,1609,0,101,765,276,0x03
0,1610,1610,1,102,765,276,0x03
0,1611,1611,0,102,766,276,0x03
0,1612,1612,0,102,766,276,0x03
0,1613,1613,0,102,767,276,0x03
0,1614,1614,0,102,767,276,0x03
0,1615,1615,0,102,767,276,0x03
0,1616,1616,0,102,768,276,0x03
0,1617,1617,0,102,768,277,0x03
0,1618,1618,0,102,769,259,0x03
0,1619,1619,0,102,769,259,0x03
0,1620,1620,1,102,769,277,0x03
0,1621,1621,0,102,770,277,0x03
0,1622,1622,0,102,770,277,0x03
0,1623,1623,0,102,771,277,0x03
0,1624,1624,0,102,771,278,0x03
0,1625,1625,0,102,771,277,0x03
0,1626,1626,0,102,772,277,0x03
0,1627,1627,0,102,772,277,0x03
0,1628,1628,0,102,773,277,0x03
0,1629,1629,1,102,773,277,0x03
0,1630,1630,0,102,773,259,0x03
0,1631,1631,0,102,774,259,0x03
0,1632,1632,0,102,774,260,0x03
0,1633,1633,0,102,775,278,0x03
0,1634,1634,0,102,775,278,0x03
0,1635,1635,0,102,776,278,0x03
0,1636,1636,0,102,776,278,0x03
0,1637,1637,0,102,777,278,0x03
0,1638,1638,0,102,777,279,0x03
0,1639,1639,1,103,777,278,0x03
0,1640,1640,0,103,778,278,0x03
0,1641,1641,0,103,778,278,0x03
0,1642,1642,0,103,779,278,0x03
0,1643,1643,0,103,779,279,0x03
0,1644,1644,0,103,779,279,0x03
0,1645,1645,0,103,780,261,0x03
0,1646,1646,0,103,780,261,0x03
0,1647,1647,0,103,781,261,0x03
0,1648,1648,0,103,781,261,0x03
0,1649,1649,1,103,781,279,0x03
0,1650,1650,0,103,782,279,0x03
0,1651,1651,0,103,782,279,0x03
0,1652,1652,0,103,783,279,0x03
0,1653,1653,0,103,783,280,0x03
0,1654,1654,0,103,783,280,0x03
0,1655,1655,0,103,784,279,0x03
0,1656,1656,0,103,784,280,0x03
0,1657,1657,0,103,785,280,0x03
0,1658,1658,1,104,785,280,0x03
0,1659,1659,0,104,785,262,0x03
0,1660,1660,0,104,786,280,0x03
0,1661,1661,0,104,786,280,0x03
0,1662,1662,0,104,787,280,0x03
0,1663,1663,0,104,787,280,0x03
0,1664,1664,0,104,788,280,0x03
0,1665,1665,0,104,788,280,0x03
0,1666,1666,0,104,789,280,0x03
0,1667,1667,0,104,789,281,0x03
0,1668,1668,1,104,789,281,0x03
0,1669,1669,0,104,790,281,0x03
0,1670,1670,0,104,790,281,0x03
0,1671,1671,0,104,790,281,0x03
0,1672,1672,0,104,791,281,0x03
0,1673,1673,0,104,791,263,0x03
0,1674,1674,0,104,792,263,0x03
0,1675,1675,0,104,792,264,0x03
0,1676,1676,0,104,793,263,0x03
0,1677,1677,0,104,793,263,0x03
0,1678,1678,1,105,793,281,0x03
0,1679,1679,0,105,794,281,0x03
0,1680,1680,0,105,794,282,0x03
0,1681,1681,0,105,794,282,0x03
0,1682,1682,0,105,795,282,0x03
0,1683,1683,0,105,795,282,0x03
0,1684,1684,0,105,796,282,0x03
0,1685,1685,0,105,796,282,0x03
0,1686,1686,0,105,797,282,0x03
0,1687,1687,1,105,797,282,0x03
0,1688,1688,0,105,798,282,0x03
0,1689,1689,0,105,798,283,0x03
0,1690,1690,0,105,799,283,0x03
0,1691,1691,0,105,799,283,0x03
0,1692,1692,0,105,800,283,0x03
0,1693,1693,0,105,800,283,0x03
0,1694,1694,0,105,801,283,0x03
0,1695,1695,0,105,801,284,0x03
0,1696,1696,1,106,802,283,0x03
0,1697,1697,0,106,802,283,0x03
0,1698,1698,0,106,803,283,0x03
0,1699,1699,0,106,803,283,0x03
0,1700,1700,0,106,804,265,0x03
0,1701,1701,0,106,804,266,0x03
0,1702,1702,0,106,805,266,0x03
0,1703,1703,0,106,805,266,0x03
0,1704,1704,0,106,806,266,0x03
0,1705,1705,0,106,806,284,0x03
0,1706,1706,1,107,806,284,0x03
0,1707,1707,0,107,807,284,0x03
0,1708,1708,0,107,807,285,0x03
0,1709,1709,0,107,808,284,0x03
0,1710,1710,0,107,808,284,0x03
0,1711,1711,0,107,808,284,0x03
0,1712,1712,0,107,809,284,0x03
0,1713,1713,0,107,809,285,0x03
0,1714,1714,0,107,810,285,0x03
0,1715,1715,1,106,810,285,0x03
0,1716,1716,0,106,811,285,0x03
0,1717,1717,0,106,811,285,0x03
0,1718,1718,0,106,812,285,0x03
0,1719,1719,0,106,812,285,0x03
0,1720,1720,0,106,812,285,0x03
0,1721,1721,0,106,813,285,0x03
0,1722,1722,0,106,813,286,0x03
0,1723,1723,0,106,814,286,0x03
0,1724,1724,1,108,814,286,0x03
0,1725,1725,0,108,815,286,0x03
0,1726,1726,0,108,815,286,0x03
0,1727,1727,0,108,816,268,0x03
0,1728,1728,0,108,816,269,0x03
0,1729,1729,0,108,816,268,0x03
0,1730,1730,0,108,817,268,0x03
0,1731,1731,0,108,817,268,0x03
0,1732,1732,0,108,818,286,0x03
0,1733,1733,1,107,818,286,0x03
0,1734,1734,0,107,818,286,0x03
0,1735,1735,0,107,819,286,0x03
0,1736,1736,0,107,819,287,0x03
0,1737,1737,0,107,820,287,0x03
0,1738,1738,0,107,820,287,0x03
0,1739,1739,0,107,821,287,0x03
0,1740,1740,0,107,821,287,0x03
0,1741,1741,1,109,821,287,0x03
0,1742,1742,0,109,822,287,0x03
0,1743,1743,0,109,822,288,0x03
0,1744,1744,0,109,823,287,0x03
0,1745,1745,0,109,823,287,0x03
0,1746,1746,0,109,824,287,0x03
0,1747,1747,0,109,824,288,0x03
0,1748,1748,0,109,825,288,0x03
0,1749,1749,0,109,825,288,0x03
0,1750,1750,0,109,826,288,0x03
0,1751,1751,1,108,826,288,0x03
0,1752,1752,0,108,827,288,0x03
0,1753,1753,0,108,827,288,0x03
0,1754,1754,0,108,828,288,0x03
0,1755,1755,0,108,828,271,0x03
0,1756,1756,0,108,829,271,0x03
0,1757,1757,0,108,829,271,0x03
0,1758,1758,0,108,830,271,0x03
0,1759,1759,0,108,830,289,0x03
0,1760,1760,0,108,831,289,0x03
0,1761,1761,1,109,831,290,0x03
0,1762,1762,0,109,832,289,0x03
0,1763,1763,0,109,832,289,0x03
0,1764,1764,0,109,833,289,0x03
0,1765,1765,0,109,833,289,0x03
0,1766,1766,0,109,833,289,0x03
0,1767,1767,0,109,834,289,0x03
0,1768,1768,0,109,834,290,0x03
0,1769,1769,0,109,835,290,0x03
0,1770,1770,1,111,835,290,0x03
0,1771,1771,0,111,836,290,0x03
0,1772,1772,0,111,836,290,0x03
0,1773,1773,0,111,837,290,0x03
0,1774,1774,0,111,837,291,0x03
0,1775,1775,0,111,837,290,0x03
0,1776,1776,0,111,838,290,0x03
0,1777,1777,0,111,838,290,0x03
0,1778,1778,0,111,839,290,0x03
0,1779,1779,1,111,839,291,0x03
0,1780,1780,0,111,840,291,0x03
0,1781,1781,0,111,840,291,0x03
0,1782,1782,0,111,841,273,0x03
0,1783,1783,0,111,841,273,0x03
0,1784,1784,0,111,842,273,0x03
0,1785,1785,0,111,842,273,0x03
0,1786,1786,0,111,843,291,0x03
0,1787,1787,0,111,843,292,0x03
0,1788,1788,1,112,843,292,0x03
0,1789,1789,0,112,844,291,0x03
0,1790,1790,0,112,844,292,0x03
0,1791,1791,0,112,844,292,0x03
0,1792,1792,0,112,845,292,0x03
0,1793,1793,0,112,845,292,0x03
0,1794,1794,0,112,846,292,0x03
0,1795,1795,0,112,846,292,0x03
0,1796,1796,0,112,847,292,0x03
0,1797,1797,1,112,847,292,0x03
0,1798,1798,0,112,848,292,0x03
0,1799,1799,0,112,848,292,0x03
0,1800,1800,0,112,849,292,0x03
0,1801,1801,0,112,849,293,0x03
0,1802,1802,0,112,850,293,0x03
0,1803,1803,0,112,850,293,0x03
0,1804,1804,0,112,851,293,0x03
0,1805,1805,0,112,851,293,0x03
0,1806,1806,1,112,851,293,0x03
0,1807,1807,0,112,852,293,0x03
0,1808,1808,0,112,852,294,0x03
0,1809,1809,0,112,853,275,0x03
0,1810,1810,0,112,853,275,0x03
0,1811,1811,0,112,854,275,0x03
0,1812,1812,0,112,854,276,0x03
0,1813,1813,0,112,855,294,0x03
0,1814,1814,0,112,855,294,0x03
0,1815,1815,1,113,855,294,0x03
0,1816,1816,0,113,856,294,0x03
0,1817,1817,0,113,856,294,0x03
0,1818,1818,0,113,857,294,0x03
0,1819,1819,0,113,857,294,0x03
0,1820,1820,0,113,858,294,0x03
0,1821,1821,1,113,858,295,0x03
0,1822,1822,0,113,858,295,0x03
0,1823,1823,0,113,859,294,0x03
0,1824,1824,0,113,859,295,0x03
0,1825,1825,0,113,860,295,0x03
0,1826,1826,0,113,860,295,0x03
0,1827,1827,0,113,861,295,0x03
0,1828,1828,0,113,861,296,0x03
0,1829,1829,0,113,862,295,0x03
0,1830,1830,0,113,862,295,0x03
0,1831,1831,1,113,862,295,0x03
0,1832,1832,0,113,863,295,0x03
0,1833,1833,0,113,863,295,0x03
0,1834,1834,0,113,864,295,0x03
0,1835,1835,0,113,864,296,0x03
0,1836,1836,0,113,865,296,0x03
0,1837,1837,0,113,865,278,0x03
0,1838,1838,0,113,866,278,0x03
0,1839,1839,0,113,866,278,0x03
0,1840,1840,0,113,867,296,0x03
0,1841,1841,1,114,867,297,0x03
0,1842,1842,0,114,868,296,0x03
0,1843,1843,0,114,868,296,0x03
0,1844,1844,0,114,869,296,0x03
0,1845,1845,0,114,869,297,0x03
0,1846,1846,0,114,870,297,0x03
0,1847,1847,0,114,870,297,0x03
0,1848,1848,0,114,871,297,0x03
0,1849,1849,1,116,871,297,0x03
0,1850,1850,0,116,871,297,0x03
0,1851,1851,0,116,872,297,0x03
0,1852,1852,0,116,872,297,0x03
0,1853,1853,0,116,873,297,0x03
0,1854,1854,0,116,873,298,0x03
0,1855,1855,0,116,874,298,0x03
0,1856,1856,0,116,874,298,0x03
0,1857,1857,0,116,875,298,0x03
0,1858,1858,1,114,875,298,0x03
0,1859,1859,0,114,876,298,0x03
0,1860,1860,0,114,876,299,0x03
0,1861,1861,0,114,876,298,0x03
0,1862,1862,0,114,877,298,0x03
0,1863,1863,0,114,877,298,0x03
0,1864,1864,0,114,878,280,0x03
0,1865,1865,0,114,878,280,0x03
0,1866,1866,0,114,879,280,0x03
0,1867,1867,1,117,879,299,0x03
0,1868,1868,0,117,880,299,0x03
0,1869,1869,0,117,880,299,0x03
0,1870,1870,0,117,881,299,0x03
0,1871,1871,0,117,881,299,0x03
0,1872,1872,0,117,882,299,0x03
0,1873,1873,0,117,882,300,0x03
0,1874,1874,0,117,883,299,0x03
0,1875,1875,1,116,883,281,0x03
0,1876,1876,0,116,884,299,0x03
0,1877,1877,0,116,884,300,0x03
0,1878,1878,0,116,885,300,0x03
0,1879,1879,0,116,885,300,0x03
